timestamp,filename,test_case_image_quality,test_case_image_lighting,test_case_image_resolution,test_case_object_count,test_case_vehicle_distance,test_case_camera_angle,path_original_image,path_detected_image,path_cropped_vehicle,path_cropped_plate,detection_type,pairing_method,pairing_confidence,class_vehicle,confidence_score_vehicle_detection,predicted_class_vehicle,actual_class_vehicle,class_plate,predicted_class_plate,actual_class_plate,confidence_score_plate_detection,plate_number,predicted_plate_number,actual_plate_number,confidence_score_plate_ocr,processing_time_vehicle_detection,processing_time_plate_detection,processing_time_plate_recognition
2025-06-05T14:16:51Z,v1_images_test (209).jpg,good,day,medium,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-16-51_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-16-51_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-16-51_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-16-51_detected_plate1.jpg,vehicle_with_plate,containment,0.97,car,0.9501097202,car,car,plate,plate,plate,0.9064275622,AD 1681 GZ,AD 1681 GZ,AD 1681 GZ,0.9,238,240,1787
2025-06-05T14:16:51Z,v1_images_test (209).jpg,good,day,medium,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-16-51_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-16-51_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-22-23_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-16-51_detected_plate1.jpg,vehicle_with_plate,containment,0.95,car,0.9645494223,car,car,plate,plate,plate,0.9064275622,AD 1681 GZ,AD 1681 GZ,AD 1681 GZ,0.9,246,226,1787
2025-06-05T14:16:56Z,v1_images_test (216).jpg,poor,night,medium,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-16-56_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-16-56_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-16-56_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-16-56_detected_plate1.jpg,vehicle_with_plate,containment,0.96,car,0.8929651976,car,car,plate,plate,plate,0.8670364618,DB 1683 RJ,DB 1683 RJ,DB 1683 RJ,0.8,235,199,1732
2025-06-05T14:17:01Z,v1_images_test (221).jpg,average,night,low,multiple,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-17-01_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-17-01_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-17-01_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-17-01_detected_plate1.jpg,vehicle_with_plate,containment,0.96,car,0.9040677547,car,car,plate,plate,plate,0.8813527822,DB 118 A,DB 118 A,DB 118 A,0.9,194,187,1910
2025-06-05T14:17:06Z,v1_images_test (223).jpg,average,lit,low,multiple,medium,front,images_processed/uploaded_vehicle_images/2025-06-05_14-17-06_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-17-06_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-17-06_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-17-06_detected_plate1.jpg,vehicle_with_plate,containment,0.96,motorcycle,0.8483038545,motorcycle,motorcycle,plate,plate,plate,0.8524008393,DB 2087 LT,DB 2087 LT,DB 2087 LT,0.95,232,213,1686
2025-06-05T14:17:08Z,v1_images_test (235).jpg,average,day,medium,multiple,medium,front,images_processed/uploaded_vehicle_images/2025-06-05_14-17-08_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-17-08_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-17-08_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-17-08_detected_plate1.jpg,vehicle_with_plate,containment,0.8,car,0.9535207152,car,car,plate,plate,plate,0.7559664249,DA 8276 DI,DA 8276 DI,DB 8276 DI,0.9,229,233,1771
2025-06-05T14:17:10Z,v1_images_test (238).jpg,average,day,medium,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-17-10_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-17-10_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-17-10_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-17-10_detected_plate1.jpg,vehicle_with_plate,containment,0.94,motorcycle,0.9072928429,motorcycle,motorcycle,plate,plate,plate,0.8072026372,DK 3345 TH,DK 3345 TH,DI 2345 TH,0.9,259,257,1742
2025-06-05T14:17:46Z,v1_images_test (257).jpg,average,lit,medium,multiple,medium,side,images_processed/uploaded_vehicle_images/2025-06-05_14-17-46_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-17-46_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-17-46_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-17-46_detected_plate1.jpg,vehicle_with_plate,containment,0.95,motorcycle,0.7443746924,motorcycle,motorcycle,plate,plate,plate,0.834872961,B 3571 VFO,B 3571 VFO,B 3571 VFO,0.9,166,168,3208
2025-06-05T14:18:25Z,v1_images_test (259).jpg,average,day,medium,multiple,medium,side,images_processed/uploaded_vehicle_images/2025-06-05_14-18-25_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-18-25_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-18-25_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-18-25_detected_plate1.jpg,vehicle_with_plate,containment,0.96,motorcycle,0.8870702982,motorcycle,motorcycle,plate,plate,plate,0.8611773252,A 3106 MT,A 3106 MT,A 3106 MT,0.95,256,173,1817
2025-06-05T14:18:34Z,v1_images_test (272).jpg,average,lit,medium,multiple,medium,front,images_processed/uploaded_vehicle_images/2025-06-05_14-18-34_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-18-34_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-18-34_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-18-34_detected_plate1.jpg,vehicle_with_plate,containment,0.96,motorcycle,0.8217520714,motorcycle,motorcycle,plate,plate,plate,0.8524072766,B 8340 PVZ,B 8340 PVZ,P 6340 PYZ,0.9,171,181,1794
2025-06-05T14:18:36Z,v1_images_test (273).jpg,average,night,medium,multiple,near,side,images_processed/uploaded_vehicle_images/2025-06-05_14-18-36_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-18-36_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-18-36_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-18-36_detected_plate1.jpg,vehicle_with_plate,containment,0.97,car,0.8704932928,car,car,plate,plate,plate,0.9017201662,B 9608 JCH,B 9608 JCH,B 9608 TCH,0.95,167,161,1952
2025-06-05T14:18:45Z,v1_images_test (289).jpg,good,day,medium,single,near,side,images_processed/uploaded_vehicle_images/2025-06-05_14-18-45_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-18-45_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-18-45_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-18-45_detected_plate1.jpg,vehicle_with_plate,containment,0.96,car,0.9653071761,car,car,plate,plate,plate,0.8774333596,A 1146 WC,A 1146 WC,A 1146 WC,0.9,171,176,2203
2025-06-05T14:18:47Z,v1_images_test (292).jpg,average,day,medium,multiple,near,side,images_processed/uploaded_vehicle_images/2025-06-05_14-18-47_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-18-47_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-18-47_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-18-47_detected_plate1.jpg,vehicle_with_plate,containment,0.97,car,0.9595380425,car,car,plate,plate,plate,0.8844870925,DD 1528 EB,DD 1528 EB,DD 1528 EB,0.9,176,169,1759
2025-06-05T14:18:50Z,v1_images_test (294).jpg,good,day,medium,single,near,side,images_processed/uploaded_vehicle_images/2025-06-05_14-18-50_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-18-50_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-18-50_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-18-50_detected_plate1.jpg,vehicle_with_plate,containment,0.96,car,0.9699605703,car,car,plate,plate,plate,0.8786633611,DD 1690 SC,DD 1690 SC,DD 1690 SC,0.95,168,181,1680
2025-06-05T14:18:52Z,v1_images_test (297).jpg,good,day,medium,multiple,near,side,images_processed/uploaded_vehicle_images/2025-06-05_14-18-52_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-18-52_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-18-52_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-18-52_detected_plate1.jpg,vehicle_with_plate,containment,0.97,car,0.9649290442,car,car,plate,plate,plate,0.8851292729,DW 1156 BP,DW 1156 BP,DW 1156 BP,0.95,164,193,1905
2025-06-05T14:18:54Z,v1_images_test (48).jpg,good,day,medium,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-18-54_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-18-54_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-18-54_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-18-54_detected_plate1.jpg,vehicle_with_plate,containment,0.96,car,0.9591023326,car,car,plate,plate,plate,0.8812592626,DK 1562 EK,DK 1562 EK,DK 1562 EK,0.9,185,175,1890
2025-06-05T14:18:57Z,v1_images_test (60).jpg,good,day,medium,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-18-57_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-18-57_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-18-57_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-18-57_detected_plate1.jpg,vehicle_with_plate,containment,0.97,car,0.9575519562,car,car,plate,plate,plate,0.8862820268,DK 168 SW,DK 168 SW,DK 168 SW,0.9,170,181,1833
2025-06-05T14:18:59Z,v1_images_test (79).jpg,good,day,medium,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-18-59_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-18-59_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-18-59_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-18-59_detected_plate1.jpg,vehicle_with_plate,containment,0.97,car,0.9677612782,car,car,plate,plate,plate,0.8860222697,DM 1706 SX,DM 1706 SX,DK 1706 SX,0.9,164,166,1896
2025-06-05T14:19:01Z,v4_image_test (119).jpg,good,day,medium,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-19-01_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-19-01_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-19-01_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-19-01_detected_plate1.jpg,vehicle_with_plate,containment,0.96,motorcycle,0.9053820968,motorcycle,motorcycle,plate,plate,plate,0.8543350101,DK 5927 TR,DK 5927 TR,DK 5827 TR,0.9,165,210,1869
2025-06-05T14:19:04Z,v4_image_test (137).jpg,good,day,medium,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-19-04_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-19-04_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-19-04_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-19-04_detected_plate1.jpg,vehicle_with_plate,containment,0.96,car,0.965888679,car,car,plate,plate,plate,0.8662296534,F 1045 FBM,F 1045 FBM,F 1045 FBM,0.9,165,170,2159
2025-06-05T14:19:09Z,v4_image_test (166).jpg,average,lit,medium,multiple,near,side,images_processed/uploaded_vehicle_images/2025-06-05_14-19-09_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-19-09_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-19-09_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-19-09_detected_plate1.jpg,vehicle_with_plate,containment,0.95,motorcycle,0.8866394758,motorcycle,motorcycle,plate,plate,plate,0.8383094668,B 6306 VRC,B 6306 VRC,B 6306 YRC,0.9,175,165,1624
2025-06-05T14:19:11Z,v4_image_test (170).jpg,average,lit,medium,multiple,near,side,images_processed/uploaded_vehicle_images/2025-06-05_14-19-11_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-19-11_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-19-11_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-19-11_detected_plate1.jpg,vehicle_with_plate,containment,0.96,motorcycle,0.8856760263,motorcycle,motorcycle,plate,plate,plate,0.8579623699,B 4535 SAM,B 4535 SAM,B 4395 SAM,0.9,174,172,1742
2025-06-05T14:19:20Z,v4_image_test (190).jpg,good,day,medium,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-19-20_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-19-20_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-19-20_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-19-20_detected_plate1.jpg,vehicle_with_plate,containment,0.96,car,0.9469805956,car,car,plate,plate,plate,0.865045011,DD 8301 AC,DD 8301 AC,DD 8301 AC,0.9,167,180,1581
2025-06-05T14:19:22Z,v4_image_test (197).jpg,good,day,medium,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-19-22_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-19-22_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-19-22_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-19-22_detected_plate1.jpg,vehicle_with_plate,containment,0.97,car,0.9663595557,car,car,plate,plate,plate,0.8862390518,DD 1636 TI,DD 1636 TI,DD 1636 TI,0.95,182,175,1657
2025-06-05T14:19:25Z,v4_image_test (205).jpg,good,day,medium,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-19-25_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-19-25_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-19-25_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-19-25_detected_plate1.jpg,vehicle_with_plate,containment,0.96,car,0.967905879,car,car,plate,plate,plate,0.8826186657,DD 1457 DT,DD 1457 DT,DD 1457 DT,0.9,188,183,1790
2025-06-05T14:19:27Z,v4_image_test (208).jpg,good,day,medium,single,near,side,images_processed/uploaded_vehicle_images/2025-06-05_14-19-27_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-19-27_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-19-27_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-19-27_detected_plate1.jpg,vehicle_with_plate,containment,0.97,car,0.96523875,car,car,plate,plate,plate,0.902415216,DD 1557 SRI,DD 1557 SRI,DD 1557 SRI,0.9,170,176,1943
2025-06-05T14:19:29Z,v4_image_test (213).jpg,good,day,medium,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-19-29_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-19-29_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-19-29_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-19-29_detected_plate1.jpg,vehicle_with_plate,containment,0.97,car,0.9725112915,car,car,plate,plate,plate,0.8918758631,DD 1704 XBA,DD 1704 XBA,DD 1703 XBA,0.9,167,181,2072
2025-06-05T14:19:32Z,v4_image_test (219).jpg,good,day,medium,multiple,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-19-32_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-19-32_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-19-32_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-19-32_detected_plate1.jpg,vehicle_with_plate,containment,0.96,car,0.9565594196,car,car,plate,plate,plate,0.8771975636,DD 1987 AD,DD 1987 AD,DD 1987 AD,0.9,174,179,1962
2025-06-05T14:19:34Z,v4_image_test (225).jpg,good,day,medium,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-19-34_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-19-34_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-19-34_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-19-34_detected_plate1.jpg,vehicle_with_plate,containment,0.96,car,0.9756121635,car,car,plate,plate,plate,0.8817927241,W 1836 XU,W 1836 XU,D 1836 XDX,0.9,177,182,1787
2025-06-05T14:19:37Z,v4_image_test (227).jpg,good,day,medium,single,near,side,images_processed/uploaded_vehicle_images/2025-06-05_14-19-37_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-19-37_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-19-37_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-19-37_detected_plate1.jpg,vehicle_with_plate,containment,0.97,car,0.9689990282,car,car,plate,plate,plate,0.896353364,DD 1308 EV,DD 1308 EV,DD 1308 EV,0.9,169,171,2269
2025-06-05T14:19:39Z,v4_image_test (230).jpg,good,day,medium,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-19-39_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-19-39_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-19-39_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-19-39_detected_plate1.jpg,vehicle_with_plate,containment,0.97,car,0.961103797,car,car,plate,plate,plate,0.8956230879,DD 1455 TM,DD 1455 TM,DD 1455 TM,0.95,185,189,1785
2025-06-05T14:19:42Z,v4_image_test (231).jpg,good,day,medium,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-19-42_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-19-42_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-19-42_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-19-42_detected_plate1.jpg,vehicle_with_plate,containment,0.97,car,0.9660028219,car,car,plate,plate,plate,0.8906567693,DD 1660 TL,DD 1660 TL,DD 1660 TL,0.9,170,206,1717
2025-06-05T14:19:44Z,v4_image_test (232).jpg,good,day,medium,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-19-44_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-19-44_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-19-44_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-19-44_detected_plate1.jpg,vehicle_with_plate,containment,0.97,car,0.9696262479,car,car,plate,plate,plate,0.8924638629,DD 1104 XCW,DD 1104 XCW,DD 1104 XCW,0.9,172,174,1930
2025-06-05T14:19:49Z,v4_image_test (237).jpg,good,day,medium,multiple,near,side,images_processed/uploaded_vehicle_images/2025-06-05_14-19-49_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-19-49_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-19-49_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-19-49_detected_plate1.jpg,vehicle_with_plate,containment,0.97,car,0.9716597795,car,car,plate,plate,plate,0.8840203881,DD 1904 TG,DD 1904 TG,DD 1904 TG,0.95,202,195,1771
2025-06-05T14:19:51Z,v4_image_test (239).jpg,good,day,medium,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-19-51_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-19-51_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-19-51_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-19-51_detected_plate1.jpg,vehicle_with_plate,containment,0.97,car,0.9646728635,car,car,plate,plate,plate,0.8856817484,DD 1971 SYM,DD 1971 SYM,DD 1971 SYM,0.9,172,204,1856
2025-06-05T14:19:53Z,v4_image_test (240).jpg,good,day,medium,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-19-53_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-19-53_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-19-53_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-19-53_detected_plate1.jpg,vehicle_with_plate,containment,0.97,car,0.951826334,car,car,plate,plate,plate,0.8860137463,DD 8710 KB,DD 8710 KB,DD 8710 KB,0.95,170,184,2750
2025-06-05T14:19:57Z,v4_image_test (243).jpg,good,day,medium,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-19-57_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-19-57_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-19-57_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-19-57_detected_plate1.jpg,vehicle_with_plate,containment,0.97,car,0.9689290524,car,car,plate,plate,plate,0.8851400614,DM 288 D,DM 288 D,DM 288 D,0.95,165,199,1759
